Scheme Name,Scheme Code
ICICI Prudential Constant Maturity Gilt Fund - quarterly IDCW,131057
ICICI Prudential Constant Maturity Gilt Fund - Half Yearly IDCW,131058
ICICI Prudential Constant Maturity Gilt Fund - Annual IDCW,131059
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,131061
ICICI Prudential Constant Maturity Gilt Fund - Monthly IDCW,131062
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,131147
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,131148
ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,131149
ICICI Prudential Blended Plan B - Direct Plan - Half Yearly Dividend Option - I,131150
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,131151
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,131152
ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,131199
DSP 10Y G-Sec Fund - Regular Plan - Growth,131297
DSP 10Y G-Sec Fund - Regular Plan - IDCW,131298
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Monthly,131299
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Quarterly,131300
DSP 10Y G-Sec Fund - Direct Plan - Growth,131301
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Quarterly,131302
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Monthly,131303
DSP 10Y G-Sec Fund - Direct Plan - IDCW,131304
Nippon India ETF BSE Sensex,131331
BANDHAN Balanced Advantage Fund Regular Plan IDCW,131354
BANDHAN Balanced Advantage Fund Direct Plan Growth,131355
BANDHAN Balanced Advantage Fund Direct Plan IDCW,131356
BANDHAN Balanced Advantage Fund Regular Plan Growth,131357
Kotak Equity Savings Fund - Regular - Growth,131372
Kotak Equity Savings Fund - Direct - Growth,131373
Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,131374
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,131375
Bandhan Short Duration Fund - Direct Plan - Periodic IDCW,131382
Bandhan Short Duration Fund - Regular Plan - Periodic IDCW,131383
Bandhan Medium Duration Fund - Direct Plan - Periodic IDCW,131384
Bandhan Medium Duration Fund - Regular Plan - Periodic IDCW,131385
Bandhan Medium to Long Duration Fund - Direct Plan - Periodic IDCW,131386
Bandhan Medium to Long Duration Fund - Regular Plan - Periodic IDCW,131387
Bandhan Money Market Fund -Direct Plan-Periodic IDCW,131388
Bandhan Money Market Fund - Regular Plan - Periodic IDCW,131389
Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Periodic IDCW,131390
Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Periodic IDCW,131391
Bandhan Gilt Fund - Direct Plan - Periodic IDCW,131394
Bandhan Gilt Fund - Regular Plan B - Periodic IDCW,131395
BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,131396
BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW,131397
Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Periodic IDCW,131398
Bandhan Income Plus Arbitrage Active FOF - Regular Plan - Periodic IDCW,131399
UTI Credit Risk Fund - Regular Plan - Monthly IDCW,131418
UTI Credit Risk Fund - Direct Plan - Monthly IDCW,131419
UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW,131424
UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option,131425
UTI Ultra Short Duration Fund - Direct Plan - Monthly IDCW,131444
UTI Ultra Short Duration Fund - Regular Plan - Monthly IDCW,131445
ICICI Prudential Balanced Advantage Fund - Quarterly IDCW,131450
ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW,131451
ICICI Prudential Equity & Debt Fund - Half Yearly IDCW,131452
ICICI Prudential Equity & Debt Fund - Direct Plan - Half Yearly IDCW,131453
JM Aggressive Hybrid Fund (Regular) - Annual IDCW,131476
JM Aggressive Hybrid Fund (Direct) - Annual IDCW,131477
ICICI Prudential Short Term Fund - Direct Plan - Half Yearly IDCW,131478
ICICI Prudential Short Term Fund - Half Yearly IDCW,131479
ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,131480
ICICI Prudential Bond Fund - Half Yearly IDCW,131481
UTI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW,131511
UTI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW,131512
UTI Short Duration Fund - Regular Plan - Monthly IDCW,131547
UTI Short Duration Fund - Direct Plan - Monthly IDCW,131548
360 ONE Focused Fund -Regular Plan - Growth,131578
360 ONE Focused Fund - Regular Plan - Dividend,131579
360 ONE Focused Fund-Direct Plan-Growth,131580
360 ONE Focused Fund - Direct Plan - Dividend,131581
ICICI Prudential Dynamic Bond Fund - Direct Plan - Annual Dividend,131620
ICICI Prudential Dynamic Bond Fund - Annual Dividend,131621
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,131622
ICICI Prudential Long Term Bond Fund - Annual IDCW,131623
Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW,131665
Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option,131666
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,131670
Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW,131671
Aditya Birla Sun Life Multi Asset Omni FoF-REGULAR - IDCW,131863
Aditya Birla Sun Life Multi Asset Omni FoF- Regular Plan - Growth Option,131864
Aditya Birla Sun Life Multi Asset Omni FoF- Direct Plan - Growth Option,131865
Aditya Birla Sun Life Multi Asset Omni FOF-DIRECT - IDCW,131866
Aditya Birla Sun Life Income Plus Arbitrage Active FOF- REGULAR - IDCW,131895
Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,131896
Aditya Birla Sun Life Income Plus Arbitrage Active FOF- DIRECT - IDCW,131897
Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Direct Plan - Growth Option,131898
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,132003
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,132005
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,132009
Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,132010
Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,132138
Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,132139
Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,132140
Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,132141
Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Regular Plan - Growth Option,132174
Aditya Birla Sun Life Aggressive Hybrid Omni FOF-  Regular -  IDCW,132175
Aditya Birla Sun Life Conservative Hybrid Active FOF- Regular Plan - Growth Option,132178
Aditya Birla Sun Life Conservative Hybrid Active FOF -Regular - IDCW,132179
Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Regular Plan - Growth Option,132180
Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF-Regular - IDCW,132181
Aditya Birla Sun Life Conservative Hybrid Active FOF- Direct Plan - Growth Option,132183
Aditya Birla Sun Life Conservative Hybrid Active FOF-Direct - IDCW,132184
Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct Plan - Growth Option,132185
Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct Plan - Growth Option,132186
Aditya Birla Sun Life Dynamic Asset Allocation Omni FOF- Direct - IDCW,132187
Aditya Birla Sun Life Aggressive Hybrid Omni FOF- Direct - IDCW,132189
Tata ELSS Fund-Growth-Direct Plan,132756
Tata ELSS Fund-Growth-Regular Plan,132757
HDFC Corporate Bond Fund - IDCW Option,132848
HDFC Corporate Bond Fund - IDCW Option - Direct Plan,132849
HDFC Medium Term Debt Fund - IDCW Option,132852
HDFC Medium Term Debt Fund - IDCW Option - Direct Plan,132853
NIPPON INDIA CREDIT RISK FUND - IDCW Option,132871
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,132873
Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,132917
Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,132918
ICICI Prudential Blended Plan B - option I-Bonus,132979
ICICI Prudential Medium Term Bond Fund - Annual IDCW,132981
ICICI Prudential Medium Term Bond Fund -Direct Plan - Annual IDCW,132982
Franklin India Income Plus Arbitrage Active Fund of Funds- Growth Plan,132987
Franklin India Income Plus Arbitrage Active Fund of Funds- IDCW,132988
Franklin India Income Plus Arbitrage Active Fund of Funds- Growth Plan - Direct,132989
Franklin India Income Plus Arbitrage Active Fund of Funds - Direct - IDCW,132990
Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,132995
Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,132996
Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,132997
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,132998
Kotak Aggressive Hybrid Fund - Direct Plan -Growth,133035
Kotak Aggressive Hybrid Fund - Regular Plan -Growth,133036
ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW,133049
ICICI Prudential Equity Savings Fund - Monthly IDCW,133050
ICICI Prudential Equity Savings Fund - Cumulative option,133051
ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,133052
ICICI Prudential Equity Savings Fund - Quarterly IDCW,133053
ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,133054
ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW,133056
ICICI Prudential Equity Savings Fund - Half Yearly IDCW,133057
UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,133059
Kotak Nifty Bank ETF,133122
UTI Low Duration Fund - Direct Plan - Flexi IDCW,133127
UTI Low Duration Fund - Regular Plan - Flexi IDCW,133130
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,133147
HDFC Credit Risk Debt Fund - IDCW Option,133148
UTI Dynamic Bond Fund - Direct Plan - Flexi IDCW,133180
Nippon India Gilt  Fund- Growth Plan- Bonus Option,133264
Nippon India Gilt  Fund- Direct Plan- Growth Plan- Bonus Option,133265
UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW,133280
LIC MF Nifty 8-13 yr G-Sec ETF,133307
UTI Credit Risk Fund - Regular Plan - Annual IDCW,133344
HDFC Income Fund - Normal IDCW - Direct Plan,133365
HDFC Income Fund - Normal IDCW Option,133366
HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan,133367
HDFC Short Term  Debt Fund - Normal IDCW Option,133368
HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,133369
HDFC Dynamic Debt Fund - Normal IDCW Option,133370
Motilal Oswal ELSS Tax Saver Fund - IDCW Payout,133383
Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,133384
Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,133385
Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,133386
UTI Money Market Fund - Direct Plan - Monthly IDCW,133387
JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units,133388
JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units,133389
JM Dynamic Bond Fund (Regular) - Monthly IDCW,133390
JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,133394
JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,133395
JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,133396
JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,133397
JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,133398
JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,133399
JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units,133400
JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units,133401
JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW,133402
JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units,133403
JM Aggressive Hybrid Fund (Regular) - Monthly IDCW,133404
JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW,133405
JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW,133406
JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units,133407
JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW,133408
JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units,133409
JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units,133410
JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units,133411
JM Aggressive Hybrid Fund (Direct) - Monthly IDCW,133412
JM Dynamic Bond Fund (Direct) - Monthly IDCW,133414
Aditya Birla Sun Life Income Fund - Regular - IDCW,133445
Aditya Birla Sun Life Income Fund - Direct - IDCW,133446
UTI Low Duration Fund - Direct Plan - Half-Yearly IDCW,133469
UTI Money Market Fund - Regular Plan - Monthly IDCW,133484
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,133486
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,133488
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,133513
Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,133514
Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,133515
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,133516
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,133517
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,133518
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,133520
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,133524
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option,133565
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option,133566
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option,133567
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,133568
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,133569
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option,133570
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option,133571
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,133572
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,133628
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,133629
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,133630
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option,133631
BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW,133679
BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW,133680
BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW,133681
BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW,133682
LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,133709
LIC MF Large & Mid Cap Fund-Direct Plan-Growth,133710
LIC MF Large & Mid Cap Fund-Regular Plan-Growth,133711
LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,133712
UTI Low Duration Fund - Regular Plan - Fortnightly IDCW,133733
Kotak Coporate Bond Fund- Retail Plan-Growth Option,133770
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,133771
Kotak Corporate Bond Fund- Institutional Plan-Growth Option,133772
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,133776
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,133777
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,133779
Kotak Corporate Bond Fund- Regular Plan-Growth Option,133782
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,133783
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,133786
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,133787
Kotak Corporate Bond Fund- Direct Plan- Growth Option,133791
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,133792
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth,133796
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option,133799
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option,133800
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,133801
Kotak Low Duration Fund- Regular Plan-Growth Option,133805
Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,133809
Kotak Low Duration Fund- Direct Plan- Growth Option,133810
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,133812
Kotak World Gold Fund - Standard Plan - Dividend Option,133814
Kotak World Gold Fund - Standard Plan - Growth Option,133815
Kotak World Gold Fund- Direct Plan- Growth Option,133816
Kotak World Gold Fund- Direct Plan- Dividend Option,133817
Kotak US Equity Fund - Standard Plan - Dividend option,133830
Kotak US Equity Fund - Direct Plan - Growth option,133831
Kotak US Equity Fund - Direct Plan - Dividend option,133832
Kotak US Equity Fund - Standard Plan - Growth option,133833
PGIM India Flexi Cap Fund - Regular Plan - Growth Option,133836
PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,133837
PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,133838
PGIM India Flexi Cap Fund - Direct Plan - Growth Option,133839
UTI Dynamic Bond Fund - Regular Plan - Annual IDCW,133852
SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),133857
SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,133858
SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,133859
SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),133860
